Fecha_hecho,Departamento,Codigo_municipio,Municipio,Cantidad,Tipo_evento,Armas_medios,Genero,Grupo_etario,Zona,Edad,Usuario_via,Actor_vial
2021-02-02,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-31,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-31,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-30,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-28,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-28,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-23,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-20,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-19,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-17,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-16,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-14,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-10,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-08,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-07,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-06,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-03,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-11-24,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-01-13,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-05-20,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-05-06,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-04-25,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-03-13,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-02-14,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-08-05,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-01-17,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-01-16,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-09-16,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-11-05,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-01-14,Cundinamarca,25430,Madrid,2.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-10-15,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-12-26,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-08-02,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-04-23,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-08-18,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-10-28,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-05-23,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-01-04,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-12-24,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-06-24,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2026-02-05,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-03-20,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-06-22,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-02-17,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-02-19,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-06-26,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-11-06,Cundinamarca,25430,Madrid,2.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-05-15,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-01-23,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-08-24,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-10-02,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2026-02-18,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-10-10,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-05-31,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-11-17,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-11-13,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-07-05,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-10-23,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-04-09,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-12-27,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-02-05,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-01-24,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-04-27,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-05-29,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-04-30,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-02-21,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-08-21,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2026-03-23,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-03-25,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-07-09,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-04-17,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-12-09,Cundinamarca,25430,Madrid,2.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-05-16,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-12-26,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-02-06,Cundinamarca,25430,Madrid,2.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-11-07,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-03-29,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-10-01,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-03-24,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-07-14,Cundinamarca,25430,Madrid,2.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-05-19,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-11-24,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-12-18,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-10-12,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-04-22,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-04-28,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-17,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-06-11,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-07-25,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-05-17,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-02-03,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-06-11,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-12-02,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-09-12,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-07-22,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-11-26,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-03-15,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-03-12,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-10-15,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-10-02,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-10-27,Cundinamarca,25286,Funza,8.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-08-08,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-07-24,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-07-05,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-04-23,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-09-09,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-02-16,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-25,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-03-20,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-11-18,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-11-02,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-02-02,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-07-17,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-11-02,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2026-03-01,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-09-28,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-01-06,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-12-15,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-02-28,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-12-15,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-05-17,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-11-25,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-08-11,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-03-22,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-02,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-05-15,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2026-03-06,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-04-02,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-09-17,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-04-11,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-07-11,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-03-24,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-10-04,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-09-29,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-01-01,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-06-14,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-09-07,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-10,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-06-07,Cundinamarca,25430,Madrid,2.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-01-30,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-05-03,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-10-18,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-02-10,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-02-05,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-03-06,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-12-03,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-08-31,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-09-28,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-11-07,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-10-03,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-12-31,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-06-09,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-12-10,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-09-22,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-08-20,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-04-26,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-02-02,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-06-23,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-01-11,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-10-29,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-10-10,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-10-29,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-12-29,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-11-20,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-01-31,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-02-04,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-01-17,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-06-18,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-05-02,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-05-23,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-12-09,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-09-06,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2026-01-28,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-03-09,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-10-19,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-05-04,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-07-28,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-04-08,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-02-18,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-02-19,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-12-04,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-08-08,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-07-01,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-07-30,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-08-28,Cundinamarca,25430,Madrid,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-01-28,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-12-11,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-12-01,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2023-02-20,Cundinamarca,25473,Mosquera,2.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2026-01-08,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-06-23,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-02-25,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2022-10-02,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2021-08-18,Cundinamarca,25473,Mosquera,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-04-04,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-05-22,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2024-05-07,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2026-03-12,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
2025-11-30,Cundinamarca,25286,Funza,1.0,Accidente,No Reportado,No Reportado,No Reportado,No Reportado,31,No Reportado,No Reportado
